Kecamatan Bengkel,Tanggal Servis,Jumlah Servis,is_lebaran,is_christmas,is_newyear,is_holiday
DISTRICT_A,2023-10-23,4750.0,0,0,0,0
DISTRICT_A,2023-10-30,4820.0,0,0,0,0
DISTRICT_A,2023-11-06,4832.0,0,0,0,0
DISTRICT_A,2023-11-13,4829.5,0,0,0,0
DISTRICT_A,2023-11-20,4736.0,0,0,0,0
DISTRICT_A,2023-11-27,4790.0,0,0,0,0
DISTRICT_A,2023-12-04,4659.0,0,0,0,0
DISTRICT_A,2023-12-11,5124.5,0,0,0,0
DISTRICT_A,2023-12-18,5269.0,0,1,0,1
DISTRICT_A,2023-12-25,5111.0,0,1,1,1
DISTRICT_A,2024-01-01,5330.5,0,1,1,1
DISTRICT_A,2024-01-08,5025.0,0,0,1,1
DISTRICT_A,2024-01-15,5002.0,0,0,0,0
DISTRICT_A,2024-01-22,4912.0,0,0,0,0
DISTRICT_A,2024-01-29,4897.0,0,0,0,0
DISTRICT_A,2024-02-05,4673.0,0,0,0,0
DISTRICT_A,2024-02-12,4620.0,0,0,0,0
DISTRICT_A,2024-02-19,4648.5,0,0,0,0
DISTRICT_A,2024-02-26,4453.5,0,0,0,0
DISTRICT_A,2024-03-04,4516.5,0,0,0,0
DISTRICT_A,2024-03-11,4525.5,0,0,0,0
DISTRICT_A,2024-03-18,4404.5,0,0,0,0
DISTRICT_A,2024-03-25,4526.5,0,0,0,0
DISTRICT_A,2024-04-01,4701.0,0,0,0,0
DISTRICT_A,2024-04-08,5062.0,1,0,0,0
DISTRICT_A,2024-04-15,594.0,1,0,0,0
DISTRICT_A,2024-04-22,3689.0,0,0,0,0
DISTRICT_A,2024-04-29,3600.0,0,0,0,0
DISTRICT_A,2024-05-06,4584.0,0,0,0,0
DISTRICT_A,2024-05-13,4563.5,0,0,0,0
DISTRICT_A,2024-05-20,4541.0,0,0,0,0
DISTRICT_A,2024-05-27,4455.5,0,0,0,0
DISTRICT_A,2024-06-03,4488.0,0,0,0,0
DISTRICT_A,2024-06-10,4307.0,0,0,0,0
DISTRICT_A,2024-06-17,4292.0,0,0,0,0
DISTRICT_A,2024-06-24,4329.0,0,0,0,0
DISTRICT_A,2024-07-01,4237.0,0,0,0,0
DISTRICT_A,2024-07-08,4412.0,0,0,0,0
DISTRICT_A,2024-07-15,4450.0,0,0,0,0
DISTRICT_A,2024-07-22,4447.5,0,0,0,0
DISTRICT_A,2024-07-29,4570.5,0,0,0,0
DISTRICT_A,2024-08-05,4491.5,0,0,0,0
DISTRICT_A,2024-08-12,4252.0,0,0,0,0
DISTRICT_A,2024-08-19,4128.0,0,0,0,0
DISTRICT_A,2024-08-26,4094.5,0,0,0,0
DISTRICT_A,2024-09-02,4271.5,0,0,0,0
DISTRICT_A,2024-09-09,4368.5,0,0,0,0
DISTRICT_A,2024-09-16,4396.0,0,0,0,0
DISTRICT_A,2024-09-23,4307.5,0,0,0,0
DISTRICT_A,2024-09-30,4188.5,0,0,0,0
DISTRICT_A,2024-10-07,4304.5,0,0,0,0
DISTRICT_A,2024-10-14,4380.5,0,0,0,0
DISTRICT_A,2024-10-21,4351.0,0,0,0,0
DISTRICT_A,2024-10-28,4445.5,0,0,0,0
DISTRICT_A,2024-11-04,4574.5,0,0,0,0
DISTRICT_A,2024-11-11,4490.5,0,0,0,0
DISTRICT_A,2024-11-18,4463.0,0,0,0,0
DISTRICT_A,2024-11-25,4357.0,0,0,0,0
DISTRICT_A,2024-12-02,4463.5,0,0,0,0
DISTRICT_A,2024-12-09,4673.5,0,0,0,0
DISTRICT_A,2024-12-16,4821.5,0,0,0,0
DISTRICT_A,2024-12-23,4845.0,0,1,0,1
DISTRICT_A,2024-12-30,4753.0,0,1,1,1
DISTRICT_A,2025-01-06,4812.5,0,0,1,1
DISTRICT_A,2025-01-13,4866.5,0,0,0,0
DISTRICT_A,2025-01-20,4879.0,0,0,0,0
DISTRICT_A,2025-01-27,4892.0,0,0,0,0
DISTRICT_A,2025-02-03,4829.0,0,0,0,0
DISTRICT_A,2025-02-10,4857.5,0,0,0,0
DISTRICT_A,2025-02-17,4960.0,0,0,0,0
DISTRICT_A,2025-02-24,5196.0,0,0,0,0
DISTRICT_A,2025-03-03,5331.5,0,0,0,0
DISTRICT_A,2025-03-10,5431.5,0,0,0,0
DISTRICT_A,2025-03-17,5549.5,0,0,0,0
DISTRICT_A,2025-03-24,5484.0,1,0,0,0
DISTRICT_A,2025-03-31,3550.0,1,0,0,0
DISTRICT_A,2025-04-07,3863.0,0,0,0,0
DISTRICT_A,2025-04-14,3497.5,0,0,0,0
DISTRICT_A,2025-04-21,3792.5,0,0,0,0
DISTRICT_A,2025-04-28,4565.5,0,0,0,0
DISTRICT_A,2025-05-05,4389.5,0,0,0,0
DISTRICT_A,2025-05-12,4510.5,0,0,0,0
DISTRICT_A,2025-05-19,4408.0,0,0,0,0
DISTRICT_A,2025-05-26,4333.5,0,0,0,0
DISTRICT_A,2025-06-02,4307.0,0,0,0,0
DISTRICT_A,2025-06-09,4302.5,0,0,0,0
DISTRICT_A,2025-06-16,4295.0,0,0,0,0
DISTRICT_A,2025-06-23,4386.0,0,0,0,0
DISTRICT_A,2025-06-30,4658.5,0,0,0,0
DISTRICT_A,2025-07-07,4710.0,0,0,0,0
DISTRICT_A,2025-07-14,4770.0,0,0,0,0
DISTRICT_A,2025-07-21,4785.5,0,0,0,0
DISTRICT_A,2025-07-28,4664.5,0,0,0,0
DISTRICT_A,2025-08-04,4696.0,0,0,0,0
DISTRICT_A,2025-08-11,4613.0,0,0,0,0
DISTRICT_A,2025-08-18,4538.0,0,0,0,0
DISTRICT_A,2025-08-25,4557.5,0,0,0,0
DISTRICT_A,2025-09-01,4471.0,0,0,0,0
DISTRICT_A,2025-09-08,4574.5,0,0,0,0
DISTRICT_A,2025-09-15,4433.0,0,0,0,0
DISTRICT_A,2025-09-22,4270.5,0,0,0,0
DISTRICT_A,2025-09-29,4343.0,0,0,0,0
DISTRICT_A,2025-10-06,4235.5,0,0,0,0
DISTRICT_A,2025-10-13,4197.0,0,0,0,0
DISTRICT_A,2025-10-20,4072.5,0,0,0,0
DISTRICT_A,2025-10-27,3986.0,0,0,0,0
DISTRICT_A,2025-11-03,4427.0,0,0,0,0
DISTRICT_A,2025-11-10,4862.5,0,0,0,0
DISTRICT_A,2025-11-17,5269.0,0,0,0,0
DISTRICT_A,2025-11-24,5213.5,0,0,0,0
DISTRICT_A,2025-12-01,4787.5,0,0,0,0
DISTRICT_A,2025-12-08,4407.0,0,0,0,0
DISTRICT_A,2025-12-15,3984.0,0,0,0,0
DISTRICT_A,2025-12-22,3800.0,0,1,0,1
DISTRICT_A,2025-12-29,3652.6666666666665,0,1,1,1
DISTRICT_B,2022-01-03,1945.0,0,0,1,1
DISTRICT_B,2022-01-10,2201.3333333333335,0,0,0,0
DISTRICT_B,2022-01-17,2275.5,0,0,0,0
DISTRICT_B,2022-01-24,2660.0,0,0,0,0
DISTRICT_B,2022-01-31,2704.0,0,0,0,0
DISTRICT_B,2022-02-07,2730.5,0,0,0,0
DISTRICT_B,2022-02-14,2607.5,0,0,0,0
DISTRICT_B,2022-02-21,2560.0,0,0,0,0
DISTRICT_B,2022-02-28,2485.5,0,0,0,0
DISTRICT_B,2022-03-07,2393.0,0,0,0,0
DISTRICT_B,2022-03-14,2484.0,0,0,0,0
DISTRICT_B,2022-03-21,2588.0,0,0,0,0
DISTRICT_B,2022-03-28,2626.5,0,0,0,0
DISTRICT_B,2022-04-04,2769.5,0,0,0,0
DISTRICT_B,2022-04-11,2891.5,0,0,0,0
DISTRICT_B,2022-04-18,3024.5,0,0,0,0
DISTRICT_B,2022-04-25,3308.0,1,0,0,0
DISTRICT_B,2022-05-02,2646.0,1,0,0,0
DISTRICT_B,2022-05-09,540.0,1,0,0,0
DISTRICT_B,2022-05-16,2322.5,0,0,0,0
DISTRICT_B,2022-05-23,2337.0,0,0,0,0
DISTRICT_B,2022-05-30,2963.0,0,0,0,0
DISTRICT_B,2022-06-06,2783.5,0,0,0,0
DISTRICT_B,2022-06-13,2678.0,0,0,0,0
DISTRICT_B,2022-06-20,2595.0,0,0,0,0
DISTRICT_B,2022-06-27,2108.0,0,0,0,0
DISTRICT_B,2022-07-04,1561.5,0,0,0,0
DISTRICT_B,2022-08-01,1658.5,0,0,0,0
DISTRICT_B,2022-08-08,1663.5,0,0,0,0
DISTRICT_B,2022-08-15,1916.5,0,0,0,0
DISTRICT_B,2022-08-22,2410.0,0,0,0,0
DISTRICT_B,2022-08-29,2432.0,0,0,0,0
DISTRICT_B,2022-09-05,2467.0,0,0,0,0
DISTRICT_B,2022-09-12,2520.5,0,0,0,0
DISTRICT_B,2022-09-19,2510.5,0,0,0,0
DISTRICT_B,2022-09-26,2164.0,0,0,0,0
DISTRICT_B,2022-10-03,1532.5,0,0,0,0
DISTRICT_B,2022-10-31,1673.0,0,0,0,0
DISTRICT_B,2022-11-07,1692.0,0,0,0,0
DISTRICT_B,2022-11-14,1920.0,0,0,0,0
DISTRICT_B,2022-11-21,2554.0,0,0,0,0
DISTRICT_B,2022-11-28,2648.0,0,0,0,0
DISTRICT_B,2022-12-05,2686.5,0,0,0,0
DISTRICT_B,2022-12-12,2749.5,0,0,0,0
DISTRICT_B,2022-12-19,2727.5,0,1,0,1
DISTRICT_B,2022-12-26,2495.5,0,1,1,1
DISTRICT_B,2023-01-02,2602.5,0,0,1,1
DISTRICT_B,2023-01-09,2637.5,0,0,0,0
DISTRICT_B,2023-01-16,2561.5,0,0,0,0
DISTRICT_B,2023-01-23,2535.0,0,0,0,0
DISTRICT_B,2023-01-30,2502.5,0,0,0,0
DISTRICT_B,2023-02-06,2451.5,0,0,0,0
DISTRICT_B,2023-02-13,2426.0,0,0,0,0
DISTRICT_B,2023-02-20,2404.0,0,0,0,0
DISTRICT_B,2023-02-27,2396.0,0,0,0,0
DISTRICT_B,2023-03-06,2485.5,0,0,0,0
DISTRICT_B,2023-03-13,2583.0,0,0,0,0
DISTRICT_B,2023-03-20,2619.5,0,0,0,0
DISTRICT_B,2023-03-27,2598.5,0,0,0,0
DISTRICT_B,2023-04-03,2639.0,0,0,0,0
DISTRICT_B,2023-04-10,2874.5,0,0,0,0
DISTRICT_B,2023-04-17,3380.0,1,0,0,0
DISTRICT_B,2023-04-24,1352.0,1,0,0,0
DISTRICT_B,2023-05-01,2245.5,0,0,0,0
DISTRICT_B,2023-05-08,2051.5,0,0,0,0
DISTRICT_B,2023-05-15,2309.0,0,0,0,0
DISTRICT_B,2023-05-22,2619.0,0,0,0,0
DISTRICT_B,2023-05-29,2563.5,0,0,0,0
DISTRICT_B,2023-06-05,2544.0,0,0,0,0
DISTRICT_B,2023-06-12,2541.0,0,0,0,0
DISTRICT_B,2023-06-19,2461.0,0,0,0,0
DISTRICT_B,2023-06-26,2328.0,0,0,0,0
DISTRICT_B,2023-07-03,2383.0,0,0,0,0
DISTRICT_B,2023-07-10,2443.5,0,0,0,0
DISTRICT_B,2023-07-17,2428.0,0,0,0,0
DISTRICT_B,2023-07-24,2573.0,0,0,0,0
DISTRICT_B,2023-07-31,2622.0,0,0,0,0
DISTRICT_B,2023-08-07,2591.0,0,0,0,0
DISTRICT_B,2023-08-14,2594.0,0,0,0,0
DISTRICT_B,2023-08-21,2523.0,0,0,0,0
DISTRICT_B,2023-08-28,2521.5,0,0,0,0
DISTRICT_B,2023-09-04,2566.5,0,0,0,0
DISTRICT_B,2023-09-11,2607.5,0,0,0,0
DISTRICT_B,2023-09-18,2544.0,0,0,0,0
DISTRICT_B,2023-09-25,2537.0,0,0,0,0
DISTRICT_B,2023-10-02,2551.5,0,0,0,0
DISTRICT_B,2023-10-09,2543.5,0,0,0,0
DISTRICT_B,2023-10-16,2535.0,0,0,0,0
DISTRICT_B,2023-10-23,2508.5,0,0,0,0
DISTRICT_B,2023-10-30,2560.0,0,0,0,0
DISTRICT_B,2023-11-06,2592.5,0,0,0,0
DISTRICT_B,2023-11-13,2630.5,0,0,0,0
DISTRICT_B,2023-11-20,2544.5,0,0,0,0
DISTRICT_B,2023-11-27,2696.0,0,0,0,0
DISTRICT_B,2023-12-04,2774.0,0,0,0,0
DISTRICT_B,2023-12-11,3137.5,0,0,0,0
DISTRICT_B,2023-12-18,3479.0,0,1,0,1
DISTRICT_B,2023-12-25,3482.0,0,1,1,1
DISTRICT_B,2024-01-01,3473.5,0,1,1,1
DISTRICT_B,2024-01-08,3137.5,0,0,1,1
DISTRICT_B,2024-01-15,2750.5,0,0,0,0
DISTRICT_B,2024-01-22,2506.0,0,0,0,0
DISTRICT_B,2024-01-29,2593.5,0,0,0,0
DISTRICT_B,2024-02-05,2601.0,0,0,0,0
DISTRICT_B,2024-02-12,2611.0,0,0,0,0
DISTRICT_B,2024-02-19,2593.5,0,0,0,0
DISTRICT_B,2024-02-26,2471.0,0,0,0,0
DISTRICT_B,2024-03-04,2499.0,0,0,0,0
DISTRICT_B,2024-03-11,2563.5,0,0,0,0
DISTRICT_B,2024-03-18,2605.5,0,0,0,0
DISTRICT_B,2024-03-25,2851.0,0,0,0,0
DISTRICT_B,2024-04-01,3035.0,0,0,0,0
DISTRICT_B,2024-04-08,3386.0,1,0,0,0
DISTRICT_B,2024-04-15,350.0,1,0,0,0
DISTRICT_B,2024-04-22,2396.0,0,0,0,0
DISTRICT_B,2024-04-29,2300.5,0,0,0,0
DISTRICT_B,2024-05-06,2855.5,0,0,0,0
DISTRICT_B,2024-05-13,2785.0,0,0,0,0
DISTRICT_B,2024-05-20,2633.0,0,0,0,0
DISTRICT_B,2024-05-27,2565.5,0,0,0,0
DISTRICT_B,2024-06-03,2603.5,0,0,0,0
DISTRICT_B,2024-06-10,2478.0,0,0,0,0
DISTRICT_B,2024-06-17,2422.0,0,0,0,0
DISTRICT_B,2024-06-24,2598.0,0,0,0,0
DISTRICT_B,2024-07-01,2582.5,0,0,0,0
DISTRICT_B,2024-07-08,2777.5,0,0,0,0
DISTRICT_B,2024-07-15,2841.5,0,0,0,0
DISTRICT_B,2024-07-22,2712.0,0,0,0,0
DISTRICT_B,2024-07-29,2816.5,0,0,0,0
DISTRICT_B,2024-08-05,2822.5,0,0,0,0
DISTRICT_B,2024-08-12,2712.5,0,0,0,0
DISTRICT_B,2024-08-19,2647.0,0,0,0,0
DISTRICT_B,2024-08-26,2649.0,0,0,0,0
DISTRICT_B,2024-09-02,2631.0,0,0,0,0
DISTRICT_B,2024-09-09,2692.5,0,0,0,0
DISTRICT_B,2024-09-16,2666.5,0,0,0,0
DISTRICT_B,2024-09-23,2672.5,0,0,0,0
DISTRICT_B,2024-09-30,2693.5,0,0,0,0
DISTRICT_B,2024-10-07,2730.0,0,0,0,0
DISTRICT_B,2024-10-14,2737.5,0,0,0,0
DISTRICT_B,2024-10-21,2599.5,0,0,0,0
DISTRICT_B,2024-10-28,2685.5,0,0,0,0
DISTRICT_B,2024-11-04,2674.5,0,0,0,0
DISTRICT_B,2024-11-11,2620.5,0,0,0,0
DISTRICT_B,2024-11-18,2608.0,0,0,0,0
DISTRICT_B,2024-11-25,2713.5,0,0,0,0
DISTRICT_B,2024-12-02,2934.0,0,0,0,0
DISTRICT_B,2024-12-09,3151.0,0,0,0,0
DISTRICT_B,2024-12-16,3458.5,0,0,0,0
DISTRICT_B,2024-12-23,3651.0,0,1,0,1
DISTRICT_B,2024-12-30,3620.5,0,1,1,1
DISTRICT_B,2025-01-06,3632.5,0,0,1,1
DISTRICT_B,2025-01-13,3469.5,0,0,0,0
DISTRICT_B,2025-01-20,3263.0,0,0,0,0
DISTRICT_B,2025-01-27,3479.5,0,0,0,0
DISTRICT_B,2025-02-03,3473.0,0,0,0,0
DISTRICT_B,2025-02-10,3549.0,0,0,0,0
DISTRICT_B,2025-02-17,3570.5,0,0,0,0
DISTRICT_B,2025-02-24,3613.5,0,0,0,0
DISTRICT_B,2025-03-03,3692.0,0,0,0,0
DISTRICT_B,2025-03-10,3743.5,0,0,0,0
DISTRICT_B,2025-03-17,3860.0,0,0,0,0
DISTRICT_B,2025-03-24,4044.0,1,0,0,0
DISTRICT_B,2025-03-31,2536.0,1,0,0,0
DISTRICT_B,2025-04-07,2633.5,0,0,0,0
DISTRICT_B,2025-04-14,2354.5,0,0,0,0
DISTRICT_B,2025-04-21,2655.0,0,0,0,0
DISTRICT_B,2025-04-28,3320.5,0,0,0,0
DISTRICT_B,2025-05-05,3242.0,0,0,0,0
DISTRICT_B,2025-05-12,3306.0,0,0,0,0
DISTRICT_B,2025-05-19,3183.5,0,0,0,0
DISTRICT_B,2025-05-26,3305.5,0,0,0,0
DISTRICT_B,2025-06-02,3199.5,0,0,0,0
DISTRICT_B,2025-06-09,3056.0,0,0,0,0
DISTRICT_B,2025-06-16,3063.5,0,0,0,0
DISTRICT_B,2025-06-23,3017.0,0,0,0,0
DISTRICT_B,2025-06-30,3131.0,0,0,0,0
DISTRICT_B,2025-07-07,3163.0,0,0,0,0
DISTRICT_B,2025-07-14,3064.0,0,0,0,0
DISTRICT_B,2025-07-21,2933.0,0,0,0,0
DISTRICT_B,2025-07-28,3161.0,0,0,0,0
DISTRICT_B,2025-08-04,3176.0,0,0,0,0
DISTRICT_B,2025-08-11,3108.5,0,0,0,0
DISTRICT_B,2025-08-18,2933.5,0,0,0,0
DISTRICT_B,2025-08-25,2879.0,0,0,0,0
DISTRICT_B,2025-09-01,2917.5,0,0,0,0
DISTRICT_B,2025-09-08,3004.0,0,0,0,0
DISTRICT_B,2025-09-15,3129.5,0,0,0,0
DISTRICT_B,2025-09-22,3096.0,0,0,0,0
DISTRICT_B,2025-09-29,3199.0,0,0,0,0
DISTRICT_B,2025-10-06,3120.5,0,0,0,0
DISTRICT_B,2025-10-13,3032.5,0,0,0,0
DISTRICT_B,2025-10-20,2829.0,0,0,0,0
DISTRICT_B,2025-10-27,2937.0,0,0,0,0
DISTRICT_B,2025-11-03,3278.5,0,0,0,0
DISTRICT_B,2025-11-10,3579.0,0,0,0,0
DISTRICT_B,2025-11-17,3880.0,0,0,0,0
DISTRICT_B,2025-11-24,3746.5,0,0,0,0
DISTRICT_B,2025-12-01,3444.0,0,0,0,0
DISTRICT_B,2025-12-08,3110.0,0,0,0,0
DISTRICT_B,2025-12-15,2778.0,0,0,0,0
DISTRICT_B,2025-12-22,2683.0,0,1,0,1
DISTRICT_B,2025-12-29,2644.0,0,1,1,1
DISTRICT_C,2022-01-03,2478.0,0,0,1,1
DISTRICT_C,2022-01-10,2956.6666666666665,0,0,0,0
DISTRICT_C,2022-01-17,3104.0,0,0,0,0
DISTRICT_C,2022-01-24,3804.0,0,0,0,0
DISTRICT_C,2022-01-31,3794.5,0,0,0,0
DISTRICT_C,2022-02-07,3714.5,0,0,0,0
DISTRICT_C,2022-02-14,3710.0,0,0,0,0
DISTRICT_C,2022-02-21,3605.5,0,0,0,0
DISTRICT_C,2022-02-28,3616.0,0,0,0,0
DISTRICT_C,2022-03-07,3549.0,0,0,0,0
DISTRICT_C,2022-03-14,3482.5,0,0,0,0
DISTRICT_C,2022-03-21,3469.5,0,0,0,0
DISTRICT_C,2022-03-28,3401.0,0,0,0,0
DISTRICT_C,2022-04-04,3571.5,0,0,0,0
DISTRICT_C,2022-04-11,3677.0,0,0,0,0
DISTRICT_C,2022-04-18,3908.0,0,0,0,0
DISTRICT_C,2022-04-25,4434.0,1,0,0,0
DISTRICT_C,2022-05-02,3426.0,1,0,0,0
DISTRICT_C,2022-05-09,576.0,1,0,0,0
DISTRICT_C,2022-05-16,2897.0,0,0,0,0
DISTRICT_C,2022-05-23,3141.0,0,0,0,0
DISTRICT_C,2022-05-30,3933.0,0,0,0,0
DISTRICT_C,2022-06-06,4014.5,0,0,0,0
DISTRICT_C,2022-06-13,4027.5,0,0,0,0
DISTRICT_C,2022-06-20,3934.0,0,0,0,0
DISTRICT_C,2022-06-27,3446.5,0,0,0,0
DISTRICT_C,2022-07-04,2510.5,0,0,0,0
DISTRICT_C,2022-08-01,2492.5,0,0,0,0
DISTRICT_C,2022-08-08,2439.5,0,0,0,0
DISTRICT_C,2022-08-15,2797.0,0,0,0,0
DISTRICT_C,2022-08-22,3587.5,0,0,0,0
DISTRICT_C,2022-08-29,3711.0,0,0,0,0
DISTRICT_C,2022-09-05,3724.0,0,0,0,0
DISTRICT_C,2022-09-12,3807.5,0,0,0,0
DISTRICT_C,2022-09-19,3766.0,0,0,0,0
DISTRICT_C,2022-09-26,3253.5,0,0,0,0
DISTRICT_C,2022-10-03,3235.0,0,0,0,0
DISTRICT_C,2022-11-07,3242.0,0,0,0,0
DISTRICT_C,2022-11-14,3194.5,0,0,0,0
DISTRICT_C,2022-11-21,3495.0,0,0,0,0
DISTRICT_C,2022-11-28,3564.5,0,0,0,0
DISTRICT_C,2022-12-05,3587.0,0,0,0,0
DISTRICT_C,2022-12-12,3636.5,0,0,0,0
DISTRICT_C,2022-12-19,3709.0,0,1,0,1
DISTRICT_C,2022-12-26,3529.5,0,1,1,1
DISTRICT_C,2023-01-02,3600.0,0,0,1,1
DISTRICT_C,2023-01-09,3638.0,0,0,0,0
DISTRICT_C,2023-01-16,3661.0,0,0,0,0
DISTRICT_C,2023-01-23,3677.0,0,0,0,0
DISTRICT_C,2023-01-30,3619.5,0,0,0,0
DISTRICT_C,2023-02-06,3599.0,0,0,0,0
DISTRICT_C,2023-02-13,3522.0,0,0,0,0
DISTRICT_C,2023-02-20,3518.0,0,0,0,0
DISTRICT_C,2023-02-27,3579.0,0,0,0,0
DISTRICT_C,2023-03-06,3579.5,0,0,0,0
DISTRICT_C,2023-03-13,3625.0,0,0,0,0
DISTRICT_C,2023-03-20,3612.0,0,0,0,0
DISTRICT_C,2023-03-27,3582.0,0,0,0,0
DISTRICT_C,2023-04-03,3762.5,0,0,0,0
DISTRICT_C,2023-04-10,3962.0,0,0,0,0
DISTRICT_C,2023-04-17,4314.0,1,0,0,0
DISTRICT_C,2023-04-24,2118.0,1,0,0,0
DISTRICT_C,2023-05-01,3008.5,0,0,0,0
DISTRICT_C,2023-05-08,2951.5,0,0,0,0
DISTRICT_C,2023-05-15,3429.0,0,0,0,0
DISTRICT_C,2023-05-22,3984.5,0,0,0,0
